,drug_name,condition,nltkRScore,useful_count_encoded
1288,2052,471,1,2
1289,770,343,3,2
1290,779,759,3,2
1291,2405,764,1,1
1292,2672,346,3,2
1293,727,778,3,2
1294,1978,174,3,2
1295,1083,867,1,2
1296,2120,298,1,2
1297,2043,175,1,1
1299,2160,630,3,2
1300,1616,817,1,2
1301,3532,80,1,2
1302,556,889,3,1
1303,1265,175,3,1
1304,2179,874,1,1
1305,2326,867,1,1
1306,1582,856,1,1
1307,2302,175,3,1
1308,2618,314,1,1
1309,3283,633,3,1
1310,1296,283,3,1
1311,1204,87,3,2
1312,3421,419,3,2
1313,2197,240,1,1
1314,3248,164,1,1
1315,2965,601,3,2
1316,1930,175,3,1
1317,731,134,2,2
1318,301,680,3,1
1319,1883,133,3,2
1320,1265,175,3,1
1321,3399,867,3,2
1322,2547,162,1,1
1323,180,637,1,2
1324,1272,175,3,1
1325,1261,175,1,1
1326,556,889,1,2
1327,2419,572,3,1
1328,3334,273,1,2
1329,361,175,2,1
1330,1261,175,3,1
1331,773,474,1,2
1332,3132,183,1,1
1333,2484,749,3,1
1334,1201,300,1,2
1335,1266,175,3,1
1336,1848,406,1,2
1337,2672,633,1,2
1339,2130,874,1,1
1340,1263,175,1,1
1341,2383,774,3,1
1342,1874,175,1,1
1343,3414,233,3,1
1344,1231,133,3,1
1345,2586,889,1,2
1346,3267,542,1,1
1347,1668,175,3,1
1348,3197,474,3,1
1349,2480,630,3,2
1350,1874,175,3,1
1351,25,541,1,1
1352,2230,630,1,2
1353,1874,175,3,1
1354,289,603,3,2
1355,2446,175,3,1
1356,1265,175,1,1
1357,1198,406,3,1
1358,725,778,1,1
1359,1874,314,3,1
1360,897,552,2,2
1361,2418,542,2,2
1362,1874,175,1,1
1363,961,175,3,1
1364,1265,175,3,1
1365,1266,175,3,1
1366,1085,573,3,1
1368,1239,175,3,1
1369,1446,633,1,2
1370,230,396,3,1
1371,3476,601,1,2
1372,1787,633,1,1
1373,3032,175,1,1
1374,553,613,2,2
1375,1830,803,2,1
1376,555,789,3,2
1377,2664,680,1,2
1378,961,175,1,1
1379,3428,162,1,2
1380,2255,541,3,1
1381,1320,889,3,2
1382,2743,803,1,2
1383,416,426,3,1
1384,426,889,1,2
1385,1265,175,1,1
1386,2112,541,1,1
1387,3156,325,3,2
1388,682,474,3,1
1389,2253,746,1,2
1390,2862,759,3,1
1391,1885,857,1,2
1392,1007,746,1,1
1393,1393,874,1,1
1394,2754,273,1,2
1395,2026,541,2,1
1396,967,273,3,1
1397,3451,273,1,1
1398,3132,183,1,1
1399,1737,87,1,1
1400,1949,889,1,2
1401,544,143,1,1
1402,1108,273,1,2
1403,3617,863,3,2
1404,940,625,1,2
1405,504,625,3,2
1406,2967,547,3,1
1407,3031,391,1,1
1408,2515,175,1,1
1409,2738,653,1,1
1410,3214,874,3,1
1411,1619,133,1,1
1412,641,840,1,1
1413,1826,174,3,2
1414,3032,175,1,1
1415,58,720,1,1
1417,1266,87,3,2
1418,1272,175,1,1
1419,556,601,1,1
1420,3624,541,3,1
1421,2009,183,3,1
1422,1472,420,3,2
1423,1916,80,3,2
1424,3437,789,1,2
1425,2617,314,3,2
1426,1272,175,1,1
1427,1874,175,1,1
1428,88,87,3,2
1429,2853,474,1,2
1430,1272,175,3,1
1431,633,655,2,1
1432,1266,84,1,1
1433,1266,175,3,1
1434,3032,175,1,1
1435,1263,175,3,1
1436,1026,419,3,2
1437,2449,175,1,1
1438,1874,175,3,1
1439,3592,640,1,2
1440,1267,175,1,1
1441,2895,541,1,1
1442,3437,789,3,1
1443,2997,174,3,1
1444,1996,867,3,1
1445,715,170,1,2
1446,1582,721,3,1
1447,1901,241,3,2
1448,1141,273,1,2
1449,1668,175,3,1
1450,1908,243,3,1
1451,3027,283,3,2
1452,1844,174,1,2
1453,650,627,1,1
1454,1883,133,3,2
1455,1883,133,1,2
1456,2130,874,3,1
1457,284,273,3,2
1458,2381,175,3,1
1459,2443,175,3,1
1460,3623,625,1,2
1461,1204,87,1,1
1462,245,188,2,2
1463,556,889,1,1
1464,1272,175,3,1
1465,957,103,1,1
1466,874,346,1,2
1467,3297,474,3,2
1468,731,369,3,2
1469,1057,410,1,1
1470,23,761,1,1
1471,1007,633,3,1
1473,3451,273,2,2
1474,672,789,3,1
1475,791,249,3,2
1476,2738,419,1,2
1477,1586,622,1,1
1478,671,779,3,2
1479,2754,273,1,2
1480,2636,183,1,1
1481,214,633,1,2
1482,3614,174,3,1
1483,2079,84,1,1
1484,1612,633,3,1
1485,328,80,1,1
1486,1272,175,3,1
1487,3451,273,3,2
1488,1263,175,3,1
1489,1949,601,3,2
1490,1917,419,1,2
1491,1272,175,3,2
1492,2050,474,3,2
1493,3212,609,1,1
1494,565,283,2,2
1495,3482,522,3,1
1496,1947,474,3,2
1497,1978,174,3,2
1498,556,889,1,1
1499,1668,175,3,1
1500,3137,143,3,2
1501,1819,174,3,2
1502,1826,273,1,1
1503,1979,175,1,1
1504,1883,133,3,1
1505,555,273,3,2
1506,1755,31,3,1
1507,245,186,1,2
1508,3451,426,3,2
1510,1170,300,1,1
1511,802,293,1,1
1512,3197,474,3,2
1514,1085,573,1,1
1515,967,273,1,1
1516,1679,383,3,1
1517,3649,493,1,1
1518,2009,183,3,1
1519,1947,600,1,1
1520,1858,318,1,1
1521,308,633,1,1
1522,361,629,3,1
1523,2187,225,2,2
1524,12,410,3,1
1525,48,633,1,1
1526,2481,633,1,2
1527,384,600,1,1
1528,2381,175,3,1
1529,828,601,1,2
1530,1731,273,1,2
1531,841,241,3,1
1533,3251,203,3,1
1534,1969,243,3,1
1535,2622,220,3,2
1536,270,175,3,1
1537,1266,175,3,1
1538,555,273,1,2
1539,2785,182,3,1
1540,2681,183,3,1
1541,3543,148,1,1
1542,654,746,1,1
1543,2392,175,3,1
1544,2682,356,3,2
1545,1979,175,3,1
1547,1668,175,3,1
1548,3020,420,1,2
1549,229,176,3,1
1550,1668,175,3,1
1551,1265,175,1,1
1552,1263,175,1,1
1553,3156,325,1,2
1554,616,324,3,1
1555,828,601,2,1
1556,2618,314,3,1
1557,1924,175,3,1
1558,1619,133,3,2
1559,553,613,3,2
1560,2381,175,3,1
1561,906,283,1,1
1562,1142,133,3,2
1563,1792,637,1,1
1564,284,759,3,2
1565,641,192,1,1
1566,3303,283,3,1
1567,2302,175,1,1
1568,2486,633,1,2
1569,1108,346,1,1
1570,2433,749,1,1
1571,6,153,1,1
1572,773,133,1,2
1573,1272,175,3,1
1574,1272,175,3,1
1575,2617,314,3,1
1576,1996,867,3,2
1577,2064,633,1,1
1578,3167,187,1,2
1579,1556,406,3,2
1580,2617,314,1,1
1581,48,746,1,2
1582,1085,573,1,1
1583,2383,219,3,1
1584,2443,175,3,1
1585,344,162,1,1
1586,1657,167,3,1
1587,2130,874,1,1
1588,21,87,1,1
1589,1263,175,3,2
1590,1949,601,3,2
1591,1256,127,3,1
1593,2701,273,1,2
1594,1263,175,3,1
1595,1631,434,1,1
1596,3348,630,3,1
1597,2554,253,3,1
1598,1949,601,1,1
1599,1897,273,1,2
1600,1917,419,3,2
1601,3525,80,3,2
1602,556,601,1,1
1603,3589,356,3,2
1604,289,567,3,1
1605,2175,311,3,1
1606,2440,601,3,2
1607,2672,287,1,2
1608,1272,175,1,1
1609,3451,273,1,1
1610,3000,273,3,2
1611,2672,369,3,1
1612,1013,601,3,1
1613,3168,170,1,1
1614,1096,175,1,1
1615,1272,175,1,1
1616,1874,314,1,1
1617,404,867,1,1
1618,1917,419,1,1
1619,2302,175,3,1
1620,2481,633,1,1
1621,553,613,3,2
1622,2109,80,3,1
1623,1899,622,1,2
1624,1231,133,1,2
1625,2326,867,1,2
1626,3456,137,1,1
1627,3274,633,1,2
1629,1265,175,1,1
1630,3079,175,3,1
1631,2555,633,2,1
1632,268,722,3,1
1633,672,789,3,1
1634,2524,273,3,1
1635,2293,633,1,2
1636,716,143,3,1
1637,2135,87,1,1
1638,821,80,3,2
1639,828,601,3,1
1640,234,80,3,1
1641,234,80,3,1
1642,598,283,1,1
1643,2048,889,3,1
1644,3079,175,1,1
1645,2528,273,2,2
1646,2326,176,1,1
1647,2009,183,1,1
1648,2618,314,1,1
1649,1231,273,1,2
1650,2185,142,3,1
1651,1925,175,1,1
1652,82,233,1,1
1653,2165,133,1,1
1654,1366,298,3,1
1655,2302,175,1,1
1656,2738,653,2,2
1657,2463,671,1,2
1658,25,541,3,1
1659,1883,133,1,1
1660,656,273,3,1
1661,3411,630,2,2
1662,3599,80,1,1
1663,1263,175,3,1
1664,1874,314,3,1
1665,1272,175,3,1
1666,3654,758,1,1
1667,1446,633,3,2
1668,3334,522,3,2
1669,3531,273,3,2
1670,2514,356,1,2
1671,3076,175,1,1
1672,2701,601,3,1
1673,2598,572,3,1
1674,1446,346,1,2
1675,1682,473,3,1
1676,1883,133,1,1
1677,946,273,3,2
1678,289,219,1,2
1679,2110,383,1,1
1680,556,601,1,2
1681,1901,243,3,1
1682,1272,175,1,1
1683,1272,175,3,1
1684,1027,547,3,1
1685,1716,174,3,2
1686,426,601,1,1
1687,1586,622,3,2
1688,1266,175,3,1
1689,866,765,3,1
1690,1874,175,3,1
1691,3197,474,3,2
1692,1108,633,1,1
1693,3001,273,3,2
1694,3132,183,3,1
1695,3625,602,1,2
1696,961,175,1,1
1697,6,98,3,2
1698,478,674,3,2
1699,834,395,1,2
1700,2326,867,1,1
1701,90,342,3,2
1702,864,175,1,1
1703,2444,175,3,1
1704,1951,159,3,1
1705,2153,175,1,1
1706,967,273,1,2
1707,641,778,1,1
1708,1083,87,1,1
1709,1856,187,1,2
1710,1265,175,1,1
1711,788,387,1,1
1712,557,133,1,1
1713,1792,133,2,2
1714,3414,233,3,1
1715,2515,175,1,1
1716,290,461,3,2
1717,1916,80,2,2
1718,651,778,1,2
1719,1263,175,1,2
1720,1873,273,1,1
1721,1272,175,1,1
1722,3106,356,1,1
1723,2091,614,3,2
1724,773,637,1,2
1725,289,219,1,2
1726,1826,273,1,1
1727,3102,613,1,2
1728,557,133,3,2
1729,2976,419,3,1
1730,1874,314,3,1
1731,1098,434,2,1
1732,2302,175,1,1
1733,2400,758,3,1
1734,3156,170,3,2
1735,3318,87,3,1
1736,1103,283,1,2
1737,2585,889,3,1
1738,831,175,3,1
1739,2130,874,3,1
1740,731,134,3,2
1741,1265,175,2,1
1742,474,175,2,1
1743,1231,369,1,1
1744,2043,84,3,1
1745,864,175,1,1
1746,423,630,1,2
1747,1819,174,3,2
1748,1874,175,1,1
1749,3297,474,3,2
1750,1381,630,3,2
1751,2217,314,3,1
1752,2895,541,1,1
1753,2410,869,1,1
1754,967,273,1,1
1755,234,80,3,2
1756,1996,867,1,2
1757,28,393,3,1
1758,1231,133,1,1
1759,1800,175,3,1
1760,425,474,3,2
1762,87,87,3,1
1763,2383,567,3,1
1764,214,542,3,2
1765,2302,175,3,1
1766,1826,174,2,1
1767,2565,225,1,2
1768,3414,233,3,2
1769,3283,633,3,2
1770,2731,768,1,2
1771,2302,175,3,1
1772,1335,225,1,2
1773,3472,633,3,2
1774,874,555,3,2
1775,553,613,3,1
1776,596,175,1,1
1777,555,273,3,2
1778,731,134,1,2
1779,3451,273,1,2
1780,715,170,1,2
1781,180,133,1,2
1782,965,80,3,2
1783,1494,552,3,1
1784,1996,867,3,2
1785,1366,162,1,1
1787,384,216,1,1
1788,1406,134,1,2
1789,555,80,3,2
1790,2120,164,1,1
1791,1874,314,1,1
1792,1272,175,1,1
1794,2785,174,1,1
1795,1494,552,1,2
1796,2076,251,2,1
1797,1924,175,1,1
1798,1843,73,1,1
1799,874,541,2,2
1800,1848,406,3,2
1801,2458,472,3,1
1802,3614,759,1,1
1803,1796,283,1,1
1804,2253,761,1,2
1805,940,625,1,2
1806,21,87,1,1
1807,3483,273,3,2
1808,2158,106,3,2
1809,1883,133,1,2
1810,858,420,3,2
1811,1406,273,3,2
1812,3117,163,3,1
1813,555,273,1,2
1814,1182,127,3,1
1815,828,601,3,2
1816,828,601,3,2
1817,555,273,3,1
1818,1901,243,3,2
1819,3274,633,3,1
1820,1446,583,1,1
1821,3283,886,3,2
1822,2480,630,3,2
1823,86,671,3,1
1824,1406,695,3,2
1825,1856,186,1,2
1826,1272,175,3,1
1827,49,633,1,1
1828,1366,162,3,1
1829,1265,175,3,1
1830,1996,176,3,1
1831,2317,223,1,1
1832,1944,869,2,2
1833,1263,175,3,1
1834,21,87,1,1
1835,557,637,1,1
1836,1668,175,3,1
1837,731,273,3,2
1838,3451,133,1,1
1839,214,134,1,1
1840,3482,273,1,2
1841,1872,778,1,2
1842,3274,633,3,1
1843,6,758,1,2
1844,2515,175,3,1
1845,2996,174,3,2
1846,731,273,1,2
1847,3102,613,1,2
1848,2199,250,1,2
1849,983,356,1,2
1850,1083,87,3,1
1851,451,87,3,1
1852,426,889,3,2
1853,3032,42,1,1
1854,1263,175,3,1
1855,831,175,1,1
1856,2246,100,1,1
1857,3564,175,1,1
1858,1800,175,1,1
1859,1148,474,3,2
1860,1183,633,1,1
1861,1265,175,3,1
1862,1272,175,1,1
1863,3000,369,1,1
1864,3391,474,1,1
1865,270,675,1,1
1866,1719,283,1,2
1867,555,273,1,2
1868,656,134,1,1
1869,2249,569,3,2
1870,511,542,3,1
1871,948,20,1,1
1872,2135,175,1,1
1873,2253,633,3,1
1874,1680,721,3,1
1875,1600,419,3,1
1876,2807,356,3,2
1877,2220,557,1,1
1878,3570,87,3,1
1879,2135,175,3,1
1880,2886,790,3,2
1881,1272,175,1,1
1882,1274,147,3,1
1883,2886,133,1,2
1885,2114,419,3,1
1886,1826,174,1,2
1887,190,434,1,1
1888,1876,175,1,1
1889,1406,273,3,1
1890,1096,175,3,1
1891,2130,874,3,1
1892,1874,314,1,1
1893,1272,175,3,1
1894,1668,175,1,1
1895,3318,175,1,1
1896,3032,175,1,1
1897,567,419,1,2
1898,2085,283,1,1
1899,1643,777,3,1
1900,2967,547,3,2
1901,1266,175,3,1
1902,731,273,1,1
1903,145,175,2,1
1904,488,183,1,1
1905,1862,192,3,2
1906,86,721,3,1
1907,2164,84,3,1
1908,1231,133,3,2
1909,557,133,1,1
1910,2778,889,1,2
1911,596,175,1,1
1912,1231,273,1,1
1913,552,633,1,2
1914,95,889,1,2
1915,948,175,1,1
1916,494,419,1,1
1917,2230,630,1,1
1918,1103,283,3,1
1919,2340,175,3,1
1920,922,80,3,1
1921,1352,103,1,1
1922,2701,346,1,1
1923,1446,346,3,2
1924,1633,633,1,2
1925,3483,522,1,2
1926,555,273,1,1
1927,1336,633,3,1
1928,1532,249,3,2
1929,359,674,3,2
1930,2171,444,3,1
1931,727,162,1,1
1932,1272,175,3,1
1933,1949,601,3,2
1934,1996,867,3,2
1935,3102,613,3,2
1936,359,674,1,2
1937,831,175,3,2
1938,1765,633,1,2
1939,2585,889,3,2
1940,1033,419,1,2
1941,1001,133,1,2
1942,973,142,3,1
1943,336,291,3,2
1944,731,273,2,1
1945,1108,287,3,2
1946,983,356,1,1
1947,2618,314,3,1
1948,3541,273,3,2
1949,2089,283,3,2
1950,553,613,3,1
1951,1405,493,1,1
1952,3305,87,3,1
1953,1059,241,3,2
1954,3315,87,3,1
1955,766,275,1,1
1956,813,789,3,1
1957,881,225,1,2
1958,908,87,1,1
1959,3312,175,3,1
1960,2617,314,3,1
1961,1446,474,1,2
1962,1239,87,3,1
1963,2043,84,3,1
1964,1263,175,3,1
1965,3476,283,3,2
1966,1096,87,1,1
1967,2652,743,1,1
1968,1534,250,1,1
1969,3000,637,3,2
1970,2386,874,1,1
1971,1792,133,3,2
1972,3451,273,1,1
1973,978,103,1,1
1974,3464,484,1,1
1975,1007,633,1,2
1976,1266,87,1,1
1977,1874,175,1,1
1978,2043,175,3,1
1979,3451,133,1,1
1980,1586,622,1,1
1981,2486,633,3,1
1982,3267,542,2,2
1983,1874,84,1,2
1984,3451,273,3,1
1985,1437,333,3,1
1986,1142,273,1,2
1988,3168,170,3,1
1989,2178,874,1,1
1990,2797,144,1,1
1991,1593,419,1,2
1992,1996,176,1,2
1993,1774,863,3,2
1994,1266,175,3,1
1995,1406,134,1,2
1996,2302,175,3,1
1997,2005,87,3,1
1998,86,746,3,1
1999,1944,103,3,1
2000,327,133,3,2
2001,1327,186,1,2
2002,1787,633,1,1
2003,361,175,3,1
2004,553,613,1,2
2005,1412,103,1,1
2006,1863,283,2,1
2007,614,849,1,1
2008,1969,243,3,2
2009,1737,87,1,1
2010,1263,175,3,1
2011,1231,133,1,2
2012,2481,600,1,1
2013,2194,183,3,2
2014,1826,273,1,2
2015,1935,291,2,1
2016,1978,174,1,2
2017,2109,80,3,1
2018,2585,601,3,2
2019,2822,175,1,1
2020,2091,614,3,1
2021,182,325,1,2
2022,1266,175,3,1
2023,426,889,3,1
2024,618,743,3,1
2025,1864,770,2,1
2026,1930,175,1,1
2027,3287,537,3,2
2028,731,273,1,2
2029,1237,356,3,1
2030,1916,80,1,1
2031,3419,769,3,1
2032,2164,175,3,1
2033,834,500,1,2
2034,967,133,1,1
2035,3625,637,1,2
2036,3514,633,1,2
2037,511,630,1,2
2038,1108,346,1,1
2039,3132,183,1,1
2040,3283,633,3,1
2041,2731,572,3,1
2042,1916,80,3,2
2043,555,273,1,2
2044,1096,175,1,1
2045,1985,346,1,2
2046,1873,273,1,2
2047,1272,175,3,1
2048,3222,454,1,1
2049,2524,273,3,1
2050,245,186,3,2
2051,91,80,3,1
2053,2135,175,1,1
2054,1752,283,3,1
2055,2785,474,1,2
2056,2076,857,3,2
2057,1612,633,3,1
2058,3437,789,1,2
2059,2585,889,3,1
2060,3625,273,1,2
2061,3000,134,1,2
2062,556,601,3,1
2064,3625,602,1,1
2065,2838,133,1,2
2066,1265,175,1,1
2067,1481,387,3,1
2068,2629,237,3,1
2069,1263,175,3,1
2070,2778,889,3,2
2071,1108,273,1,2
2072,2043,318,1,2
2073,3314,175,3,1
2074,1108,369,3,1
2075,2853,474,3,2
2076,1800,175,1,1
2077,426,889,3,1
2078,1231,133,1,2
2079,426,601,1,1
2080,2381,175,3,1
2081,329,420,1,2
2082,552,225,1,2
2083,3052,87,3,2
2084,2778,889,3,2
2085,3589,356,2,2
2086,3254,555,1,2
2087,3250,874,3,1
2088,628,555,1,2
2089,1488,87,3,1
2090,3518,522,3,2
2091,1104,241,1,1
2092,2302,175,3,1
2093,3463,325,3,2
2094,2091,614,3,2
2095,3272,601,3,2
2096,1792,474,1,2
2097,2731,572,1,1
2098,881,273,3,2
2099,2515,175,3,1
2101,828,889,1,1
2102,2375,633,3,1
2103,2498,759,3,2
2104,268,671,1,1
2105,1263,318,3,1
2106,2979,838,3,2
2107,3626,474,3,1
2108,1415,680,3,1
2109,1947,133,1,1
2110,3482,273,1,1
2111,1916,80,1,2
2112,180,133,3,2
2113,2187,633,3,2
2114,1737,87,3,2
2115,3414,233,1,1
2116,343,175,3,1
2117,2052,746,1,2
2118,2701,273,1,1
2119,3258,746,1,1
2120,672,789,3,1
2121,2009,183,1,1
2122,270,175,1,1
2123,961,175,3,1
2124,727,867,3,2
2125,731,273,1,1
2126,2701,273,1,1
2127,48,633,3,2
2128,2110,471,3,2
2129,948,84,3,1
2130,2360,633,3,2
2131,1378,555,2,1
2132,641,627,3,1
2133,1930,175,1,1
2134,2971,175,3,1
2135,1810,770,1,2
2136,3564,175,1,1
2137,3260,746,3,1
2138,180,133,1,2
2139,1446,633,1,2
2140,270,175,1,1
2141,1096,175,1,2
2142,539,133,3,2
2143,2425,633,3,2
2144,2418,542,1,1
2145,1103,283,1,2
2146,2586,889,1,2
2147,370,454,1,2
2148,672,789,3,2
2149,3334,522,3,2
2150,828,601,1,1
2151,426,889,1,1
2152,3305,87,3,2
2153,1357,749,3,1
2154,2405,764,2,1
2155,2446,175,1,1
2156,1668,175,3,1
2157,384,216,1,1
2158,1265,175,3,1
2159,2150,346,3,2
2160,3250,874,3,1
2161,3476,283,3,1
2162,1915,601,3,2
2163,1604,633,1,2
2164,874,555,3,2
2165,3434,778,3,1
2166,1418,80,1,2
2167,49,225,1,2
2168,2199,250,3,1
2169,1883,133,1,1
2170,2488,630,3,2
2171,1487,175,3,1
2172,3006,474,3,2
2173,1446,660,1,2
2174,828,601,3,2
2175,1083,87,3,1
2176,88,87,1,1
2177,1917,419,1,2
2178,3315,175,1,1
2179,1142,273,1,2
2180,2893,264,2,1
2181,2190,633,3,1
2182,1265,175,3,1
2183,1874,314,1,1
2184,3005,325,3,1
2185,2785,680,1,1
2186,708,484,3,2
2187,1978,759,3,2
2188,948,175,1,1
2189,2446,175,3,2
2190,2339,61,3,1
2191,1272,175,1,1
2192,2157,749,1,1
2193,1784,122,1,1
2194,3518,522,1,2
2195,555,273,1,2
2196,3625,134,3,1
2197,1410,474,3,1
2198,3334,273,3,2
2199,3125,541,3,1
2200,2977,671,3,1
2201,828,889,3,1
2202,342,552,1,2
2203,2130,874,1,1
2204,1874,175,1,1
2205,3076,175,1,2
2206,2274,419,2,2
2207,556,601,1,2
2208,3429,164,3,2
2209,230,396,1,1
2210,2754,134,1,2
2211,1272,175,1,1
2212,1974,474,3,2
2213,3437,789,3,1
2214,2585,600,3,1
2215,775,394,1,1
2216,1918,174,1,2
2217,1985,583,1,2
2218,1872,494,1,2
2219,2785,680,1,2
2220,234,80,1,1
2221,2453,622,1,2
2222,2585,889,1,1
2223,1657,167,3,1
2224,2194,183,1,2
2225,2586,889,3,1
2226,1266,175,3,1
2227,1415,134,1,2
2228,1481,387,3,1
2229,1669,251,1,1
2230,350,325,1,2
2231,1536,80,2,2
2232,967,346,3,2
2233,3032,175,1,1
2234,1083,87,3,1
2235,2897,555,2,2
2236,1819,174,1,1
2237,3471,569,3,1
2238,1595,419,3,2
2239,2242,244,1,2
2240,1952,633,1,1
2241,3175,633,1,1
2242,556,601,1,1
2243,1952,633,3,1
2244,1097,175,3,1
2245,653,622,3,2
2246,515,142,3,1
2247,3632,542,1,1
2248,2836,244,1,1
2249,997,720,1,1
2250,21,87,1,1
2251,1874,175,3,1
2253,217,419,1,2
2254,1207,144,1,1
2255,2139,509,3,1
2256,1879,860,3,2
2257,2618,314,3,1
2258,3095,80,3,1
2259,2522,273,1,2
2260,2303,314,3,1
2261,3411,630,3,2
2262,1446,346,1,1
2263,1007,622,3,2
2264,229,863,2,1
2265,1272,175,3,1
2266,1272,175,1,1
2267,2965,601,1,1
2268,1261,175,1,1
2269,3087,721,3,2
2270,2965,601,3,1
2271,727,867,1,1
2272,3000,174,1,2
2273,3117,867,3,1
2274,1265,175,3,1
2275,1256,127,3,1
2276,961,175,1,1
2278,2778,601,1,2
2279,3137,143,3,2
2280,2971,175,3,1
2281,2193,616,1,1
2282,1246,683,3,2
2283,2458,472,3,1
2284,1874,314,3,2
2285,1874,175,1,1
2286,1172,283,2,2
2287,569,443,1,1
2288,2481,225,1,2
2289,731,369,3,2
2290,2426,314,1,1
2291,1874,175,1,1
2292,1874,175,1,1
2293,3318,175,1,2
2294,3511,683,3,1
2295,1103,283,2,1
2296,1908,484,1,2
2297,1756,175,3,2
2298,1244,151,1,1
2299,628,555,3,2
2300,3326,332,3,1
2301,55,633,1,1
2302,2157,87,1,1
2303,828,601,3,2
2304,190,434,1,1
2305,3451,133,1,1
2306,2965,601,2,1
2307,1593,419,3,1
2308,772,602,1,2
2309,2652,743,1,2
2310,2738,653,3,2
2311,2911,743,1,2
2312,3315,175,3,2
2313,1717,759,3,1
2314,2412,467,3,2
2315,3222,454,3,2
2316,668,869,3,2
2317,908,87,3,1
2318,88,87,3,2
2319,731,695,1,2
2320,1918,174,1,2
2321,48,633,1,1
2322,2067,324,1,1
2323,2672,633,1,2
2324,2481,225,3,2
2325,48,633,1,1
2326,2043,175,1,1
2327,322,133,3,2
2328,3483,273,1,1
2329,3533,273,3,1
2330,2299,356,1,2
2331,2701,273,1,2
2332,2585,889,1,1
2333,3076,175,1,1
2334,1826,174,1,2
2335,1969,484,3,1
2336,1695,283,3,1
2337,1916,80,3,2
2338,1446,474,1,2
2339,2701,273,1,1
2340,3132,183,1,1
2341,1947,133,1,1
2342,821,80,1,2
2343,1668,175,3,1
2344,1266,175,1,1
2345,1265,175,3,1
2346,1611,249,1,2
2347,2585,889,2,1
2348,3422,233,1,1
2349,3203,404,1,1
2350,88,87,3,1
2351,2341,633,3,2
2352,743,674,1,1
2353,214,305,3,1
2354,3334,522,1,2
2355,234,80,1,2
2356,2302,175,3,1
2357,1104,241,3,1
2358,2585,889,2,1
2359,539,133,1,2
2360,1275,622,3,2
2361,1446,541,2,2
2362,687,101,1,2
2363,1266,175,1,1
2364,3162,671,3,1
2365,1619,133,3,1
2366,2345,175,3,1
2367,474,175,1,1
2368,497,175,3,1
2369,1737,87,3,1
2370,515,143,1,1
2371,1265,318,1,1
2372,594,100,2,1
2373,1083,87,1,1
2374,1945,103,1,1
2375,1826,174,1,2
2376,1272,175,1,1
2377,3664,314,1,1
2378,2345,175,3,1
2380,1872,674,1,1
2381,2197,778,1,1
2382,3543,264,1,1
2383,2302,175,1,1
2384,3039,183,3,1
2385,3518,273,1,1
2386,2738,133,3,2
2387,301,758,3,2
2388,656,273,1,2
2389,3000,273,1,2
2390,2882,625,2,2
2391,1272,175,1,1
2392,3541,637,1,2
2393,3283,633,3,1
2394,1263,175,3,1
2395,1883,273,3,2
2396,1774,784,1,2
2397,553,613,3,2
2398,1949,889,3,2
2399,1263,175,1,1
2400,2440,601,3,1
2401,1556,406,3,2
2402,1272,175,1,1
2403,2043,84,1,1
2404,2043,175,1,1
2405,1266,175,3,1
2406,567,419,1,2
2407,594,100,3,2
2408,1231,273,1,1
2409,1142,688,3,1
2410,1265,175,1,1
2411,3625,273,1,2
2412,426,889,3,1
2413,1851,551,3,2
2414,2738,542,1,1
2415,555,522,3,1
2416,403,867,1,2
2417,3132,183,3,1
2419,2618,314,1,1
2420,1582,721,3,2
2421,2171,567,1,2
2422,1104,241,1,2
2423,864,175,1,1
2424,1148,273,1,2
2425,1443,312,1,2
2426,2617,314,1,1
2427,3052,87,1,2
2428,1263,175,3,1
2429,1918,174,2,1
2430,2302,175,3,1
2431,2672,633,1,2
2432,2618,314,3,1
2433,3533,273,3,2
2434,2682,356,3,1
2435,1295,186,3,2
2436,2302,175,3,1
2437,1830,356,3,1
2438,91,80,2,1
2439,1006,573,3,1
2440,948,175,3,1
2441,770,343,1,2
2442,361,175,3,1
2443,2181,87,3,1
2444,2120,164,3,1
2445,961,175,1,1
2446,384,840,3,1
2447,1978,174,3,1
2448,881,52,3,1
2449,3125,541,1,1
2450,384,216,3,1
2451,1848,406,2,2
2452,384,863,1,1
2453,2840,722,3,1
2454,1263,175,1,1
2456,1264,175,1,1
2457,329,420,3,2
2458,948,175,3,1
2459,2026,541,1,1
2460,2644,175,3,1
2461,3626,474,1,1
2462,1160,704,1,1
2463,2043,175,1,1
2464,2165,133,3,1
2465,2714,572,1,1
2466,1862,778,2,1
2467,2586,601,3,2
2468,1231,369,1,1
2469,2043,84,1,1
2470,3267,769,3,2
2471,2326,867,1,1
2472,948,84,3,1
2473,2009,183,3,1
2474,1096,175,3,1
2475,1266,175,1,1
2476,2893,264,2,1
2477,6,758,3,1
2478,2418,541,3,1
2479,3315,87,1,1
2480,3543,148,1,1
2481,906,283,1,1
2482,758,162,1,2
2483,6,759,3,1
2484,2193,244,1,1
2485,1008,761,1,2
2486,219,419,2,1
2487,1121,103,3,1
2488,217,419,3,2
2489,1619,133,1,1
2490,553,613,3,2
2491,1272,175,3,1
2492,3625,273,2,2
2493,109,80,3,1
2494,1272,175,3,1
2495,1265,175,3,1
2496,2302,175,3,1
2497,3570,538,2,1
2498,3614,758,3,2
2499,2265,552,3,2
2500,1264,175,1,1
